timestamp,value,label
2017-05-11 04:06:00,2.5,0
2017-05-11 04:07:00,2.625,0
2017-05-11 04:08:00,2.828125,0
2017-05-11 04:09:00,2.671875,0
2017-05-11 04:10:00,2.484375,0
2017-05-11 04:11:00,2.59375,0
2017-05-11 04:12:00,2.515625,0
2017-05-11 04:13:00,2.625,0
2017-05-11 04:14:00,2.8125,0
2017-05-11 04:15:00,2.625,0
2017-05-11 04:16:00,2.53125,0
2017-05-11 04:17:00,2.625,0
2017-05-11 04:18:00,2.515625,0
2017-05-11 04:19:00,2.265625,0
2017-05-11 04:20:00,2.3125,0
2017-05-11 04:21:00,2.546875,0
2017-05-11 04:22:00,2.625,0
2017-05-11 04:23:00,2.375,0
2017-05-11 04:24:00,2.1875,0
2017-05-11 04:25:00,2.171875,0
2017-05-11 04:26:00,2.375,0
2017-05-11 04:27:00,2.671875,0
2017-05-11 04:28:00,2.59375,0
2017-05-11 04:29:00,2.609375,0
2017-05-11 04:30:00,2.609375,0
2017-05-11 04:31:00,2.484375,0
2017-05-11 04:32:00,2.1875,0
2017-05-11 04:33:00,2.140625,0
2017-05-11 04:34:00,2.171875,0
2017-05-11 04:35:00,2.4375,0
2017-05-11 04:36:00,2.453125,0
2017-05-11 04:37:00,2.328125,0
2017-05-11 04:38:00,2.625,0
2017-05-11 04:39:00,2.59375,0
2017-05-11 04:40:00,2.40625,0
2017-05-11 04:41:00,2.296875,0
2017-05-11 04:42:00,2.0,0
2017-05-11 04:43:00,2.03125,0
2017-05-11 04:44:00,2.0625,0
2017-05-11 04:45:00,2.203125,0
2017-05-11 04:46:00,2.234375,0
2017-05-11 04:47:00,2.0625,0
2017-05-11 04:48:00,2.171875,0
2017-05-11 04:49:00,2.1875,0
2017-05-11 04:50:00,2.375,0
2017-05-11 04:51:00,2.46875,0
2017-05-11 04:52:00,2.4375,0
2017-05-11 04:53:00,2.578125,0
2017-05-11 04:54:00,2.34375,0
2017-05-11 04:55:00,2.5,0
2017-05-11 04:56:00,2.46875,0
2017-05-11 04:57:00,2.390625,0
2017-05-11 04:58:00,2.1875,0
2017-05-11 04:59:00,2.25,0
2017-05-11 05:00:00,2.421875,0
2017-05-11 05:01:00,2.015625,0
2017-05-11 05:02:00,1.96875,0
2017-05-11 05:03:00,1.953125,0
2017-05-11 05:04:00,1.953125,0
2017-05-11 05:05:00,2.078125,0
2017-05-11 05:06:00,2.03125,0
2017-05-11 05:07:00,2.171875,0
2017-05-11 05:08:00,2.234375,0
2017-05-11 05:09:00,2.359375,0
2017-05-11 05:10:00,2.203125,0
2017-05-11 05:11:00,2.203125,0
2017-05-11 05:12:00,2.3125,0
2017-05-11 05:13:00,2.140625,0
2017-05-11 05:14:00,2.1875,0
2017-05-11 05:15:00,2.171875,0
2017-05-11 05:16:00,2.140625,0
2017-05-11 05:17:00,2.328125,0
2017-05-11 05:18:00,2.140625,0
2017-05-11 05:19:00,2.078125,0
2017-05-11 05:20:00,2.171875,0
2017-05-11 05:21:00,2.1875,0
2017-05-11 05:22:00,2.28125,0
2017-05-11 05:23:00,2.296875,0
2017-05-11 05:24:00,2.25,0
2017-05-11 05:25:00,2.046875,0
2017-05-11 05:26:00,2.078125,0
2017-05-11 05:27:00,2.015625,0
2017-05-11 05:28:00,1.96875,0
2017-05-11 05:29:00,2.203125,0
2017-05-11 05:30:00,2.078125,0
2017-05-11 05:31:00,2.140625,0
2017-05-11 05:32:00,2.46875,0
2017-05-11 05:33:00,2.65625,0
2017-05-11 05:34:00,2.578125,0
2017-05-11 05:35:00,2.390625,0
2017-05-11 05:36:00,2.484375,0
2017-05-11 05:37:00,2.4375,0
2017-05-11 05:38:00,2.546875,0
2017-05-11 05:39:00,2.328125,0
2017-05-11 05:40:00,2.28125,0
2017-05-11 05:41:00,2.203125,0
2017-05-11 05:42:00,2.234375,0
2017-05-11 05:43:00,2.28125,0
2017-05-11 05:44:00,2.21875,0
2017-05-11 05:45:00,2.046875,0
2017-05-11 05:46:00,2.265625,0
2017-05-11 05:47:00,2.28125,0
2017-05-11 05:48:00,2.359375,0
2017-05-11 05:49:00,2.4375,0
2017-05-11 05:50:00,2.296875,0
2017-05-11 05:51:00,2.28125,0
2017-05-11 05:52:00,2.1875,0
2017-05-11 05:53:00,2.3125,0
2017-05-11 05:54:00,2.28125,0
2017-05-11 05:55:00,2.375,0
2017-05-11 05:56:00,2.078125,0
2017-05-11 05:57:00,2.328125,0
2017-05-11 05:58:00,2.1875,0
2017-05-11 05:59:00,2.265625,0
2017-05-11 06:00:00,2.328125,0
2017-05-11 06:01:00,2.34375,0
2017-05-11 06:02:00,2.46875,0
2017-05-11 06:03:00,2.15625,0
2017-05-11 06:04:00,2.359375,0
2017-05-11 06:05:00,2.046875,0
2017-05-11 06:06:00,2.1875,0
2017-05-11 06:07:00,2.640625,0
2017-05-11 06:08:00,2.53125,0
2017-05-11 06:09:00,2.359375,0
2017-05-11 06:10:00,2.53125,0
2017-05-11 06:11:00,2.453125,0
2017-05-11 06:12:00,2.4375,0
2017-05-11 06:13:00,2.296875,0
2017-05-11 06:14:00,2.09375,0
2017-05-11 06:15:00,2.015625,0
2017-05-11 06:16:00,2.09375,0
2017-05-11 06:17:00,2.21875,0
2017-05-11 06:18:00,2.203125,0
2017-05-11 06:19:00,2.515625,0
2017-05-11 06:20:00,2.34375,0
2017-05-11 06:21:00,2.28125,0
2017-05-11 06:22:00,2.09375,0
2017-05-11 06:23:00,2.203125,0
2017-05-11 06:24:00,2.09375,0
2017-05-11 06:25:00,2.03125,0
2017-05-11 06:26:00,2.171875,0
2017-05-11 06:27:00,2.03125,0
2017-05-11 06:28:00,2.3125,0
2017-05-11 06:29:00,2.5,0
2017-05-11 06:30:00,2.25,0
2017-05-11 06:31:00,2.359375,0
2017-05-11 06:32:00,2.265625,0
2017-05-11 06:33:00,2.21875,0
2017-05-11 06:34:00,2.125,0
2017-05-11 06:35:00,2.296875,0
2017-05-11 06:36:00,2.21875,0
2017-05-11 06:37:00,2.03125,0
2017-05-11 06:38:00,2.203125,0
2017-05-11 06:39:00,2.34375,0
2017-05-11 06:40:00,2.125,0
2017-05-11 06:41:00,2.078125,0
2017-05-11 06:42:00,2.140625,0
2017-05-11 06:43:00,2.140625,0
2017-05-11 06:44:00,2.0,0
2017-05-11 06:45:00,2.109375,0
2017-05-11 06:46:00,2.171875,0
2017-05-11 06:47:00,2.234375,0
2017-05-11 06:48:00,2.546875,0
2017-05-11 06:49:00,2.125,0
2017-05-11 06:50:00,2.21875,0
2017-05-11 06:51:00,2.03125,0
2017-05-11 06:52:00,2.328125,0
2017-05-11 06:53:00,2.078125,0
2017-05-11 06:54:00,1.890625,0
2017-05-11 06:55:00,2.0625,0
2017-05-11 06:56:00,2.25,0
2017-05-11 06:57:00,2.34375,0
2017-05-11 06:58:00,2.40625,0
2017-05-11 06:59:00,2.25,0
2017-05-11 07:00:00,2.1875,0
2017-05-11 07:01:00,2.28125,0
2017-05-11 07:02:00,2.140625,0
2017-05-11 07:03:00,2.03125,0
2017-05-11 07:04:00,2.1875,0
2017-05-11 07:05:00,2.359375,0
2017-05-11 07:06:00,2.1875,0
2017-05-11 07:07:00,2.015625,0
2017-05-11 07:08:00,2.109375,0
2017-05-11 07:09:00,2.296875,0
2017-05-11 07:10:00,2.21875,0
2017-05-11 07:11:00,2.359375,0
2017-05-11 07:12:00,2.25,0
2017-05-11 07:13:00,1.953125,0
2017-05-11 07:14:00,2.0,0
2017-05-11 07:15:00,2.15625,0
2017-05-11 07:16:00,2.0625,0
2017-05-11 07:17:00,2.0,0
2017-05-11 07:18:00,2.03125,0
2017-05-11 07:19:00,1.96875,0
2017-05-11 07:20:00,1.984375,0
2017-05-11 07:21:00,2.296875,0
2017-05-11 07:22:00,2.171875,0
2017-05-11 07:23:00,2.171875,0
2017-05-11 07:24:00,1.96875,0
2017-05-11 07:25:00,1.9375,0
2017-05-11 07:26:00,2.09375,0
2017-05-11 07:27:00,2.25,0
2017-05-11 07:28:00,2.25,0
2017-05-11 07:29:00,2.046875,0
2017-05-11 07:30:00,2.09375,0
2017-05-11 07:31:00,2.0,0
2017-05-11 07:32:00,2.140625,0
2017-05-11 07:33:00,2.0,0
2017-05-11 07:34:00,2.078125,0
2017-05-11 07:35:00,2.125,0
2017-05-11 07:36:00,2.15625,0
2017-05-11 07:37:00,2.15625,0
2017-05-11 07:38:00,2.0625,0
