timestamp,value,label,predict_value
2017-07-16 05:47:00,2.0169491767900003,0,2.136026348742982
2017-07-16 05:48:00,1.9661016464200003,0,2.1134815276543826
2017-07-16 05:49:00,1.94915258884,0,2.0542982462968813
2017-07-16 05:50:00,2.05084753036,0,2.0121498451599993
2017-07-16 05:51:00,2.0169491767900003,0,2.059163306571505
2017-07-16 05:52:00,2.10169482231,0,2.034839818363642
2017-07-16 05:53:00,2.13559317589,0,2.0799713100097326
2017-07-16 05:54:00,2.23728823662,0,2.0887521866899896
2017-07-16 05:55:00,2.37288141251,0,2.1797438623595764
2017-07-16 05:56:00,2.06779670715,0,2.2781956379353896
2017-07-16 05:57:00,1.9830508232099997,0,2.108801921210426
2017-07-16 05:58:00,2.0338983535799997,0,2.06990167320126
2017-07-16 05:59:00,2.06779670715,0,2.1121774570846723
2017-07-16 06:00:00,2.05084753036,0,2.1059471517580213
2017-07-16 06:01:00,1.9661016464200003,0,2.0635605294267907
2017-07-16 06:02:00,1.9152542352700002,0,2.00508365305593
2017-07-16 06:03:00,1.9830508232099997,0,1.9735145524198252
2017-07-16 06:04:00,2.06779670715,0,2.0158787384682406
2017-07-16 06:05:00,2.1694915294599997,0,2.0634533698946482
2017-07-16 06:06:00,2.1525423526800003,0,2.097174460781449
2017-07-16 06:07:00,2.0338983535799997,0,2.1021842831687043
2017-07-16 06:08:00,2.12068963051,0,2.0661539445366617
2017-07-16 06:09:00,2.0862069129900003,0,2.1300166130546923
2017-07-16 06:10:00,2.17241382599,0,2.1060156766721354
2017-07-16 06:11:00,2.32758617401,0,2.164015133187543
2017-07-16 06:12:00,2.37931036949,0,2.2626424509502905
2017-07-16 06:13:00,2.32758617401,0,2.3023229998185513
2017-07-16 06:14:00,2.56896543503,0,2.266750602323979
2017-07-16 06:15:00,2.63793110847,0,2.448160079474912
2017-07-16 06:16:00,2.24137926102,0,2.51048289097786
2017-07-16 06:17:00,2.35593223572,0,2.214746002371905
2017-07-16 06:18:00,2.25423717499,0,2.3363757894940265
2017-07-16 06:19:00,1.9830508232099997,0,2.2670987421134745
2017-07-16 06:20:00,2.06779670715,0,2.1197030850853893
2017-07-16 06:21:00,2.18644070625,0,2.1422555988637817
2017-07-16 06:22:00,2.1186439991,0,2.174464204515731
2017-07-16 06:23:00,1.9661016464200003,0,2.1275622739164253
2017-07-16 06:24:00,1.9322034120599998,0,2.0273847361195796
2017-07-16 06:25:00,2.13559317589,0,1.9985633913141256
